confidence,currentCenterlineSegmentCount,currentRoadId,currentVillageDirectoryAssociations,limitations,roadName,sourceIds,streetNameNormalized,validAt
high,1,LH-CURRENT-ROAD-0001,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ABELIA ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ABELIA ST,2026-07-27
high,5,LH-CURRENT-ROAD-0319,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,THOREAU ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,THOREAU ST,2026-07-27
high,4,LH-CURRENT-ROAD-0320,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,THORNHILL ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,THORNHILL ST,2026-07-27
high,8,LH-CURRENT-ROAD-0321,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,THORP SPRING,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,THORP SPRING,2026-07-27
high,13,LH-CURRENT-ROAD-0322,Township,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,THREE VINES CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,THREE VINES CT,2026-07-27
high,10,LH-CURRENT-ROAD-0323,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TISBURY WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TISBURY WAY,2026-07-27
high,3,LH-CURRENT-ROAD-0324,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TORIBETH ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TORIBETH ST,2026-07-27
high,5,LH-CURRENT-ROAD-0325,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TRANQUILITY PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TRANQUILITY PL,2026-07-27
high,2,LH-CURRENT-ROAD-0326,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TRAPELO WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TRAPELO WAY,2026-07-27
high,13,LH-CURRENT-ROAD-0327,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TRIAD LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TRIAD LN,2026-07-27
high,29,LH-CURRENT-ROAD-0328,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TRUMPET VINE ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TRUMPET VINE ST,2026-07-27
high,8,LH-CURRENT-ROAD-0329,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TUBEROSE ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TUBEROSE ST,2026-07-27
high,5,LH-CURRENT-ROAD-0330,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TUDOR WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TUDOR WAY,2026-07-27
high,12,LH-CURRENT-ROAD-0331,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,TUSCANY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,TUSCANY,2026-07-27
high,3,LH-CURRENT-ROAD-0332,Township,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,UNION ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,UNION ST,2026-07-27
high,25,LH-CURRENT-ROAD-0333,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,UNIVERSITY AVE,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,UNIVERSITY AVE,2026-07-27
high,10,LH-CURRENT-ROAD-0334,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,VALMONT WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,VALMONT WAY,2026-07-27
high,4,LH-CURRENT-ROAD-0335,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,VANSTONE CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,VANSTONE CT,2026-07-27
high,4,LH-CURRENT-ROAD-0336,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,VAQUERO RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,VAQUERO RD,2026-07-27
high,2,LH-CURRENT-ROAD-0337,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,VIBURNUM WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,VIBURNUM WAY,2026-07-27
high,1,LH-CURRENT-ROAD-0338,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,VINCA CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,VINCA CT,2026-07-27
high,1,LH-CURRENT-ROAD-0339,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,VINEWOOD LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,VINEWOOD LN,2026-07-27
high,10,LH-CURRENT-ROAD-0340,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WALBERT LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WALBERT LN,2026-07-27
high,8,LH-CURRENT-ROAD-0341,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WALDEN ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WALDEN ST,2026-07-27
high,6,LH-CURRENT-ROAD-0342,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WALTHAM RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WALTHAM RD,2026-07-27
high,5,LH-CURRENT-ROAD-0343,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WAVERLY PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WAVERLY PL,2026-07-27
high,6,LH-CURRENT-ROAD-0344,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WEDGEWOOD LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WEDGEWOOD LN,2026-07-27
high,3,LH-CURRENT-ROAD-0345,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WELBE CIR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WELBE CIR,2026-07-27
high,10,LH-CURRENT-ROAD-0346,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WELDON HEIGHTS,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WELDON HTS,2026-07-27
high,3,LH-CURRENT-ROAD-0347,Bridgepark,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WESTCOTT LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WESTCOTT LN,2026-07-27
high,1,LH-CURRENT-ROAD-0348,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WHEATSTONE FARM,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WHEATSTONE FARM,2026-07-27
high,5,LH-CURRENT-ROAD-0349,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WHIDBEY DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WHIDBEY DR,2026-07-27
high,2,LH-CURRENT-ROAD-0350,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WHISPER CIR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WHISPER CIR,2026-07-27
high,8,LH-CURRENT-ROAD-0351,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WHITWORTH ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WHITWORTH ST,2026-07-27
high,17,LH-CURRENT-ROAD-0352,Township,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WINDMILL AVE,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WINDMILL AVE,2026-07-27
high,11,LH-CURRENT-ROAD-0353,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WINFIELD DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WINFIELD DR,2026-07-27
high,11,LH-CURRENT-ROAD-0354,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WINSLOW ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WINSLOW ST,2026-07-27
high,1,LH-CURRENT-ROAD-0355,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WINTERSET ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WINTERSET ST,2026-07-27
high,7,LH-CURRENT-ROAD-0356,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WISHING WELL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WISHING WELL,2026-07-27
high,3,LH-CURRENT-ROAD-0357,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WOOD BARN RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WOOD BARN RD,2026-07-27
high,1,LH-CURRENT-ROAD-0358,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WOODBRIAR LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WOODBRIAR LN,2026-07-27
high,4,LH-CURRENT-ROAD-0359,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WYETH ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WYETH ST,2026-07-27
high,10,LH-CURRENT-ROAD-0360,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,WYNDHAM ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,WYNDHAM ST,2026-07-27
high,6,LH-CURRENT-ROAD-0361,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ZINNIA ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ZINNIA ST,2026-07-27
