addressConstraint,association,confidence,limitations,neighborhood,sourceIds,sourceLocator,statementClass,streetLabel,streetNameNormalized,streetNeighborhoodId,village
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Walden Park 2,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SANDY POND,SANDY POND,LH-STREET-XWALK-0359,Terramor
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Sansovino,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SANSOVINO,SANSOVINO,LH-STREET-XWALK-0360,Bridgepark
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Lexington 1,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SAUVIGNON DRIVE,SAUVIGNON DR,LH-STREET-XWALK-0361,Flintridge
,SBA,high,Directory reflects 2019 naming and does not establish the historical opening date.,Savannah,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SAVANNAH LANE,SAVANNAH LN,LH-STREET-XWALK-0362,Avendale
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Belmont Hill 2,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SAYBROOKE LANE,SAYBROOKE LN,LH-STREET-XWALK-0363,Flintridge
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Willow Bend 3,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SCARLET MAPLE DRIVE,SCARLET MAPLE DR,LH-STREET-XWALK-0364,Avendale
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Willow Bend 1,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SCOTCH PINE DRIVE,SCOTCH PINE DR,LH-STREET-XWALK-0365,Avendale
,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Evergreen 2,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SEA GRAPE ROAD,SEA GRAPE RD,LH-STREET-XWALK-0366,Terramor
1-23,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,The Gables 1,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SECOND STREET (1-23),SECOND ST,LH-STREET-XWALK-0367,Township
52-96 even,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,St. Mays Road,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SELLAS ROAD NORTH (52-96 even),SELLAS RD NORTH,LH-STREET-XWALK-0368,Avendale
6-32 even,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Astoria 1,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SELLAS ROAD NORTH (6-32 even),SELLAS RD NORTH,LH-STREET-XWALK-0369,Avendale
152-206 even,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,St. Mays Road,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SELLAS ROAD SOUTH (152-206 even),SELLAS RD SOUTH,LH-STREET-XWALK-0370,Avendale
20-28 even,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Greenbriar,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SELLAS ROAD SOUTH (20-28 even),SELLAS RD SOUTH,LH-STREET-XWALK-0371,Avendale
62-116 even,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Astoria 2,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SELLAS ROAD SOUTH (62-116 even),SELLAS RD SOUTH,LH-STREET-XWALK-0372,Avendale
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Greenbriar,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SHELBURNE STREET,SHELBURNE ST,LH-STREET-XWALK-0373,Avendale
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Sterling Glen 1,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SHELTON COURT,SHELTON CT,LH-STREET-XWALK-0374,Avendale
,CH,high,Directory reflects 2019 naming and does not establish the historical opening date.,Amarante 1,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SHEPHERD COURT,SHEPHERD CT,LH-STREET-XWALK-0375,Covenant Hills
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Briar Rose 1,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SHERIDAN LANE,SHERIDAN LN,LH-STREET-XWALK-0376,Terramor
1-25,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Sterling Glen 2,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SHIVELY ROAD (1-25),SHIVELY RD,LH-STREET-XWALK-0377,Avendale
31-53,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Willow Bend 2,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SHIVELY ROAD (31-53),SHIVELY RD,LH-STREET-XWALK-0378,Avendale
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Front Street,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SIENNA PARKWAY,SIENNA PKWY,LH-STREET-XWALK-0379,Avendale
121-203 odd,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Greenbriar,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SKLAR STREET (121-203 odd),SKLAR ST,LH-STREET-XWALK-0380,Avendale
20-34 even,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Savannah,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SKLAR STREET (20-34 even),SKLAR ST,LH-STREET-XWALK-0381,Avendale
205-229 odd,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Astoria 2,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SKLAR STREET (205-229 odd),SKLAR ST,LH-STREET-XWALK-0382,Avendale
5-19 odd,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Astoria 1,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SKLAR STREET (5-19 odd),SKLAR ST,LH-STREET-XWALK-0383,Avendale
61-95 odd,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,St. Mays Road,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SKLAR STREET (61-95 odd),SKLAR ST,LH-STREET-XWALK-0384,Avendale
,CH,high,Directory reflects 2019 naming and does not establish the historical opening date.,CH Custom,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SKY RANCH ROAD,SKY RANCH RD,LH-STREET-XWALK-0385,Covenant Hills
,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Sarasota 2,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SKYWOOD STREET,SKYWOOD ST,LH-STREET-XWALK-0386,Oak Knoll
,S-1,high,Directory reflects 2019 naming and does not establish the historical opening date.,Fairfield 2,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SLEEPY HOLLOW LANE,SLEEPY HOLLOW LN,LH-STREET-XWALK-0387,Oak Knoll
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Willow Bend 3,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SMOKE TREE DRIVE,SMOKE TREE DR,LH-STREET-XWALK-0388,Avendale
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Savannah,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SNAPDRAGON STREET,SNAPDRAGON ST,LH-STREET-XWALK-0389,Avendale
30-48 even,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Astoria 1,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SNAPDRAGON STREET (30-48 even),SNAPDRAGON ST,LH-STREET-XWALK-0390,Avendale
1-29,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Evergreen 1,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SNOW BUSH STREET (1-29),SNOW BUSH ST,LH-STREET-XWALK-0391,Terramor
40-49,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Evergreen 2,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SNOW BUSH STREET (40-49),SNOW BUSH ST,LH-STREET-XWALK-0392,Terramor
,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Tether Moon 1,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SOLISTICE DRIVE,SOLISTICE DR,LH-STREET-XWALK-0393,Avendale
,S-1,high,Directory reflects 2019 naming and does not establish the historical opening date.,Fairfield 2,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,SOMMERVILLE PLACE,SOMMERVILLE PL,LH-STREET-XWALK-0394,Oak Knoll
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Tattershall 2,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,ST. BRIDE WAY,ST BRIDE WAY,LH-STREET-XWALK-0395,Echo Ridge
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Tattershall 1,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,ST. GILES COURT,ST GILES CT,LH-STREET-XWALK-0396,Echo Ridge
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Tattershall 2,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,ST. IVES WAY,ST IVES WAY,LH-STREET-XWALK-0397,Echo Ridge
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Tattershall 2,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,ST. JUST AVENUE,ST JUST AVE,LH-STREET-XWALK-0398,Echo Ridge
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,St. Mays Road,LH-SRC-LARMAC-STREETS-2019,PDF page 7,documented_exact,ST. MAYS ROAD,ST MAYS RD,LH-STREET-XWALK-0399,Avendale
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Tattershall 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,ST. STEVEN COURT,ST STEVEN CT,LH-STREET-XWALK-0400,Echo Ridge
,CH,high,Directory reflects 2019 naming and does not establish the historical opening date.,Skye Isle 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,STARLIGHT ISLE,STARLIGHT ISLE,LH-STREET-XWALK-0401,Covenant Hills
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Arborage 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,STAVELEY COURT,STAVELEY CT,LH-STREET-XWALK-0402,Terramor
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Arborage 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,STEETON LANE,STEETON LN,LH-STREET-XWALK-0403,Terramor
,CH,high,Directory reflects 2019 naming and does not establish the historical opening date.,Skye Isle 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,STELLAR ISLE,STELLAR ISLE,LH-STREET-XWALK-0404,Covenant Hills
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Sterling Glen 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,STERLING GLEN,STERLING GLEN,LH-STREET-XWALK-0405,Avendale
,CH,high,Directory reflects 2019 naming and does not establish the historical opening date.,Covenant Hills,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,STOCKMEN ROAD,STOCKMEN RD,LH-STREET-XWALK-0406,Covenant Hills
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,The Gables 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,STONE TURRET COURT,STONE TURRET CT,LH-STREET-XWALK-0407,Township
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Sumners Way 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,STONEBRIER LANE,STONEBRIER LN,LH-STREET-XWALK-0408,Avendale
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Clifton Heights 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,STRATHMORE,STRATHMORE,LH-STREET-XWALK-0409,Flintridge
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Charleston Place,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,STRAWFLOWER STREET,STRAWFLOWER ST,LH-STREET-XWALK-0410,Avendale
,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Mosaic 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,SUGARCANE LANE,SUGARCANE LN,LH-STREET-XWALK-0411,Terramor
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Surrey Farms 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,SURREY FARM WAY,SURREY FARM WAY,LH-STREET-XWALK-0412,Wycliffe
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Sterling Glen 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,SUTHERLAND,SUTHERLAND,LH-STREET-XWALK-0413,Avendale
,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Canopy Lane 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,SWEET PEA STREET,SWEET PEA ST,LH-STREET-XWALK-0414,Avendale
,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Mosaic 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TAFFETA LANE,TAFFETA LN,LH-STREET-XWALK-0415,Terramor
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Tamarind 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TALBOT COURT,TALBOT CT,LH-STREET-XWALK-0416,Echo Ridge
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Briar Rose 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TAMARACK LANE,TAMARACK LN,LH-STREET-XWALK-0417,Terramor
,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Mosaic 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TANGO LANE,TANGO LN,LH-STREET-XWALK-0418,Terramor
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Tarleton 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TARLETON LANE,TARLETON LN,LH-STREET-XWALK-0419,Terramor
1-18,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Canopy Lane 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TERRASTAR LANE (1-18),TERRASTAR LN,LH-STREET-XWALK-0420,Avendale
22-37,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Tether Moon 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TERRASTAR LANE (22-37),TERRASTAR LN,LH-STREET-XWALK-0421,Avendale
1-15 odd,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Canopy Lane 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TETHER MOON LANE (1-15 odd),TETHER MOON LN,LH-STREET-XWALK-0422,Avendale
2-10 even,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Tether Moon 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TETHER MOON LANE (2-10 even),TETHER MOON LN,LH-STREET-XWALK-0423,Avendale
,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Wyeth 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,THALIA STREET,THALIA ST,LH-STREET-XWALK-0424,Oak Knoll
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,The Gables 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,THIRD STREET,THIRD ST,LH-STREET-XWALK-0425,Township
,CH,high,Directory reflects 2019 naming and does not establish the historical opening date.,CH Custom,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,THOMAS ROAD,THOMAS RD,LH-STREET-XWALK-0426,Covenant Hills
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Walden Park 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,THOREAU STREET,THOREAU ST,LH-STREET-XWALK-0427,Terramor
,S-1,high,Directory reflects 2019 naming and does not establish the historical opening date.,Wyeth 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,THORNHILL STREET,THORNHILL ST,LH-STREET-XWALK-0428,Oak Knoll
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Tarleton 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,THORP SPRING,THORP SPRING,LH-STREET-XWALK-0429,Terramor
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Three Vines,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,THREE VINES COURT,THREE VINES CT,LH-STREET-XWALK-0430,Township
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Reston 4,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TISBURY WAY,TISBURY WAY,LH-STREET-XWALK-0431,Flintridge
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Greenbriar,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TORIBETH STREET,TORIBETH ST,LH-STREET-XWALK-0432,Avendale
,CH,high,Directory reflects 2019 naming and does not establish the historical opening date.,Meriden 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TRANQUILITY PLACE,TRANQUILITY PL,LH-STREET-XWALK-0433,Covenant Hills
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Walden Park 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TRAPELO WAY,TRAPELO WAY,LH-STREET-XWALK-0434,Terramor
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Valmont,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TRIAD LANE,TRIAD LN,LH-STREET-XWALK-0435,Terramor
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Charleston Place,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TRISTIANA STREET,TRISTIANA ST,LH-STREET-XWALK-0436,Avendale
1-23,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Astoria 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TRUMPET VINE ST (1-23 ),TRUMPET VINE ST,LH-STREET-XWALK-0437,Avendale
41-86,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,St. Mays Road,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TRUMPET VINE ST (41-86),TRUMPET VINE ST,LH-STREET-XWALK-0438,Avendale
"28, 42,46, 50",,high,Directory reflects 2019 naming and does not establish the historical opening date.,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,"TUBEROSE STREET (28, 42,46, 50)",TUBEROSE ST,LH-STREET-XWALK-0439,Avendale
12-36 even,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,St. Mays Road,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TUBEROSE STREET (12-36 even),TUBEROSE ST,LH-STREET-XWALK-0440,Avendale
"42,46,50,63",,high,Directory reflects 2019 naming and does not establish the historical opening date.,Canopy Lane 3,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,"TUBEROSE STREET (42,46,50,63)",TUBEROSE ST,LH-STREET-XWALK-0441,Avendale
52-68 even,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Weatherhaven,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TUBEROSE STREET (52-68 even),TUBEROSE ST,LH-STREET-XWALK-0442,Avendale
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Tattershall 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TUDOR WAY,TUDOR WAY,LH-STREET-XWALK-0443,Flintridge
,CH,high,Directory reflects 2019 naming and does not establish the historical opening date.,Castellina SUB,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TUSCANY,TUSCANY,LH-STREET-XWALK-0444,Covenant Hills
15-25 odd,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Claiborne 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TWINFLOWER (15-25 odd),TWINFLOWER,LH-STREET-XWALK-0445,Terramor
5-11 odd,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Walden Park 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,TWINFLOWER (5-11 odd),TWINFLOWER,LH-STREET-XWALK-0446,Terramor
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Aldenhouse,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,UNION STREET,UNION ST,LH-STREET-XWALK-0447,Township
1-22,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Chesapeake 1,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,UNIVERSITY AVE (1-22),UNIVERSITY AVE,LH-STREET-XWALK-0448,Wycliffe
52-58,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Chesapeake 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,UNIVERSITY AVE (52-58),UNIVERSITY AVE,LH-STREET-XWALK-0449,Wycliffe
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Valmont,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,VALMONT WAY,VALMONT WAY,LH-STREET-XWALK-0450,Terramor
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Tarleton 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,VANSTONE COURT,VANSTONE CT,LH-STREET-XWALK-0451,Terramor
,CH,high,Directory reflects 2019 naming and does not establish the historical opening date.,Covenant Hills,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,VAQUERO ROAD,VAQUERO RD,LH-STREET-XWALK-0452,Covenant Hills
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Sansovino,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,VECCHIO,VECCHIO,LH-STREET-XWALK-0453,Bridgepark
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Berkshire,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,VIBURNUM WAY,VIBURNUM WAY,LH-STREET-XWALK-0454,Avendale
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Berkshire,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,VINCA COURT,VINCA CT,LH-STREET-XWALK-0455,Avendale
,S-1,high,Directory reflects 2019 naming and does not establish the historical opening date.,Fairfield 2,LH-SRC-LARMAC-STREETS-2019,PDF page 8,documented_exact,VINEWOOD LANE,VINEWOOD LN,LH-STREET-XWALK-0456,Oak Knoll
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Lexington 1,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,VINEYARD DRIVE,VINEYARD DR,LH-STREET-XWALK-0457,Flintridge
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Atherton Glen,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WALBERT LANE,WALBERT LN,LH-STREET-XWALK-0458,Echo Ridge
,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Sarasota 1,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WALDEN STREET,WALDEN ST,LH-STREET-XWALK-0459,Oak Knoll
,CH,high,Directory reflects 2019 naming and does not establish the historical opening date.,Amarante 2,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WALTHAM ROAD,WALTHAM RD,LH-STREET-XWALK-0460,Covenant Hills
,S-1,high,Directory reflects 2019 naming and does not establish the historical opening date.,Fairfield 1,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WAVERLY PLACE,WAVERLY PL,LH-STREET-XWALK-0461,Oak Knoll
,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Amberly Lane 1,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WEDGEWOOD LANE,WEDGEWOOD LN,LH-STREET-XWALK-0462,Oak Knoll
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Hampton Road 2,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WEGEFORD CIRCLE,WEGEFORD CIR,LH-STREET-XWALK-0463,Flintridge
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Belmont Hill 1,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WELBE CIRCLE,WELBE CIR,LH-STREET-XWALK-0464,Flintridge
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Belmont Hill 2,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WELDON HEIGHTS,WELDON HTS,LH-STREET-XWALK-0465,Flintridge
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Westcott 1,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WESTCOTT LANE,WESTCOTT LN,LH-STREET-XWALK-0466,Bridgepark
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Clifton Heights 1,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WESTFORD,WESTFORD,LH-STREET-XWALK-0467,Flintridge
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,Surrey Farms 2,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WHEATSTONE FARM,WHEATSTONE FARM,LH-STREET-XWALK-0468,Wycliffe
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Sylvan Oaks,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WHIDBEY DRIVE,WHIDBEY DR,LH-STREET-XWALK-0469,Echo Ridge
,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Whispering Creek 1,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WHISPER CIRCLE,WHISPER CIR,LH-STREET-XWALK-0470,Oak Knoll
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Greenbriar,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WHITWORTH STREET,WHITWORTH ST,LH-STREET-XWALK-0471,Avendale
,S-2,high,Directory reflects 2019 naming and does not establish the historical opening date.,Belmont Hill 2,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WICKFORD LANE,WICKFORD LN,LH-STREET-XWALK-0472,Flintridge
,SUB,high,Directory reflects 2019 naming and does not establish the historical opening date.,Charleston Place,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WILDFLOWER PLACE,WILDFLOWER PL,LH-STREET-XWALK-0473,Avendale
,FY&D,high,Directory reflects 2019 naming and does not establish the historical opening date.,The Gables 2,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WINDMILL AVENUE,WINDMILL AVE,LH-STREET-XWALK-0474,Township
,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Amberly Lane 1,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WINFIELD DRIVE,WINFIELD DR,LH-STREET-XWALK-0475,Oak Knoll
,,high,Directory reflects 2019 naming and does not establish the historical opening date.,Wyeth 1,LH-SRC-LARMAC-STREETS-2019,PDF page 9,documented_exact,WINSLOW STREET,WINSLOW ST,LH-STREET-XWALK-0476,Oak Knoll
